000029;6;0;C;0;0;400,64;0;0;NO;1;10120,56;0;0;1;23442,2;1;51;1;0
000030;712;1;A;0;817;955,26;0;0;NO;1;0;1;1;1;32150,98;0;36;1;0
000031;865;1;A;0;817;2029,62;0;0;NO;1;0;1;1;1;53968,2;0;42;1;0
000032;425;0;B;0;0;975,49;0;0;NO;1;0;1;1;1;4646,72;1;64;0;0
000033;957;1;AAA;1;1676;487,63;475,348;1;NO;1;0;1;1;1;13184,7;1;60;1;5000
000034;849;1;AA;0;0;343,54;0;0;NO;1;0;1;1;1;1485,18;1;64;0;0
000035;641;1;AA;0;0;485;0;0;SI;0;0;1;1;1;3406,1;1;68;0;0
000036;0;0;Sin Información;0;2034;0;813,6;1;NO;1;NULL;1;1;1;0;1;57;1;5000
000037;949;1;AAA;1;0;3828,16;0;0;NO;1;0;1;1;1;2276,17;1;78;0;0
000038;581;1;C;0;817;0;326,8;1;NO;1;2025,49;0;1;1;0;1;48;1;5000
000039;606;1;C;0;986;482,42;201,432;1;NO;1;0;1;1;1;8196,01;1;50;1;4000
000040;960;1;AAA;1;0;111,81;0;0;NO;1;0;1;1;1;542,13;1;67;0;0
000041;45;0;C;0;817;797,15;7,94000000000001;1;NO;1;0;1;1;1;8199,07;1;29;0;0
000042;952;1;AAA;1;0;15;0;0;NO;1;0;1;1;1;15;1;35;1;0
000043;924;1;AA;0;0;522,68;0;0;NO;1;0;1;1;1;9725,25;1;48;1;0
000044;25;0;C;0;0;602,68;0;0;NO;1;4998,9;0;1;1;6957,86;1;53;1;0
000045;963;1;AAA;1;1760;142,6;646,96;1;NO;1;0;1;1;1;2046,07;1;56;1;5000
000046;950;1;AA;0;817;838,71;0;0;NO;1;0;1;1;1;16500,4;1;33;1;0
000047;909;1;A;0;0;120,16;0;0;SI;0;0;1;1;1;3225,67;1;60;1;0
000048;965;1;AAA;1;817;284,43;213,028;1;NO;1;0;1;1;1;19800,64;1;46;1;4000
000049;927;1;AA;0;0;414,73;0;0;NO;1;0;1;1;1;38705,92;0;33;1;0
000050;943;1;AA;0;817;678,64;55,344;1;NO;1;0;1;1;1;1823,92;1;30;0;1000
000051;4;0;C;0;986;24428,93;0;0;NO;1;11232,68;0;0;1;105175,59;0;42;1;0
000052;936;1;AAA;1;1676;260,24;566,304;1;NO;1;0;1;1;1;3932,7;1;53;1;5000
000053;642;1;C;0;0;51;0;0;NO;1;5790,92;0;1;1;34;1;45;1;0
000054;644;1;C;0;1086;1695,53;0;0;NO;1;0;1;1;1;52198,25;0;43;1;0
000055;936;1;AAA;1;817;666,21;60,316;1;NO;1;0;1;1;1;24546,12;1;35;1;1000
000056;926;1;AA;0;0;972,23;0;0;NO;1;0;1;1;1;12872,62;1;60;1;0
000057;883;1;A;0;1760;1613,25;58,7;1;NO;1;0;1;1;1;11907,99;1;62;0;1000
000058;71;0;C;0;0;89,6;0;0;NO;1;274,19;0;1;1;893,13;1;40;1;0
000059;967;1;AAA;1;0;0;0;0;NO;1;0;1;1;1;0;1;72;0;0
000060;950;1;AA;0;0;636,91;0;0;NO;1;0;1;1;1;21649,79;1;65;0;0
000061;683;1;C;0;986;876,91;43,636;1;NO;1;50,65;0;1;1;19077,14;1;39;1;500
000062;967;1;AAA;1;0;0;0;0;NO;1;0;1;1;1;0;1;51;1;0
000063;616;1;C;0;986;1433,22;0;0;NO;1;0;1;1;0;15545,72;1;34;1;0
000064;926;1;AA;0;1760;510,4;499,84;1;NO;1;0;1;1;1;11334,63;1;59;1;5000
000065;889;1;A;0;817;868,74;0;0;NO;1;0;1;1;1;30026,43;0;49;1;0
000066;652;1;A;0;0;1439,23;0;0;NO;1;0;1;1;1;38528,56;0;40;1;0
000067;884;1;B;0;0;187,66;0;0;NO;1;0;1;1;1;628,33;1;51;1;0
000068;937;1;AAA;1;0;649,14;0;0;NO;1;0;1;1;1;10675,48;1;70;0;0
000069;29;0;C;0;0;3366,1;0;0;NO;1;8206,62;0;0;1;9025,78;1;37;1;0
000070;952;1;AAA;1;817;729,83;34,868;1;SI;0;0;1;1;1;26350,84;1;38;1;500
000071;250;0;C;0;2034;583,06;580,376;1;NO;1;971,43;0;1;1;6952,35;1;46;1;5000
000072;628;1;A;0;1676;1214,74;184,504;1;NO;1;0;1;1;1;6243,71;1;49;1;3000
000073;962;1;AAA;1;0;326,62;0;0;NO;1;0;1;1;1;12045,18;1;69;0;0
000074;3;0;C;0;986;971,88;5,648;1;NO;1;2139,28;0;1;1;6675,98;1;37;1;0
000075;945;1;AA;0;817;294,82;208,872;1;NO;1;0;1;1;1;6002,89;1;37;1;4000
000076;963;1;AAA;1;986;808,43;71,028;1;NO;1;0;1;1;1;26258,11;1;34;1;1000
000077;889;1;AA;0;817;1676,09;0;0;NO;1;0;1;1;1;44846,21;0;32;1;0
000078;25;0;C;0;0;7005,64;0;0;NO;1;0;1;1;1;12581,75;1;36;1;0
000079;676;1;A;0;1412;2351,71;0;0;NO;1;0;1;1;0;62495,3;0;48;1;0
000080;789;1;C;0;1212;3494,81;0;0;NO;1;0;1;1;0;48720,17;0;38;1;0
000081;959;1;AAA;1;1412;615,85;318,46;1;NO;1;0;1;1;1;4595,66;1;47;1;5000
000082;936;1;AA;0;986;33,35;381,06;1;NO;1;0;1;1;1;405,94;1;60;1;5000
000083;940;1;AA;0;1760;289,21;588,316;1;NO;1;0;1;1;1;7103,58;1;59;1;5000
000084;860;1;A;0;1760;2721,32;0;0;NO;1;0;1;1;1;119479,05;0;51;1;0
000085;948;1;AA;0;0;1487,98;0;0;NO;1;0;1;1;1;14730;1;35;1;0
000086;924;1;AA;0;0;1639,6;0;0;NO;1;0;1;1;1;40791,49;0;67;0;0
000087;25;0;C;0;0;9025,3;0;0;NO;1;0;1;0;1;18047,32;1;52;1;0
000088;0;0;Sin Información;0;817;0;326,8;1;NO;1;NULL;1;1;1;0;1;29;0;5000
000089;651;1;A;0;817;109,8;282,88;1;NO;1;0;1;1;1;1024,6;1;54;1;5000
000090;956;1;AAA;1;0;514,23;0;0;NO;1;0;1;1;1;17603,75;1;37;1;0
000091;933;1;AA;0;0;438,51;0;0;NO;1;0;1;1;1;7712,43;1;66;0;0
000092;656;1;B;0;986;829,19;62,724;1;NO;1;0;1;1;1;17988,31;1;45;1;1000
000093;871;1;AA;0;1676;1742,6;0;0;NO;1;0;1;1;1;20598,76;1;53;1;0
000094;962;1;AAA;1;901;311,18;235,928;1;NO;1;0;1;1;1;4186,52;1;50;1;4000
000095;436;0;C;0;0;0;0;0;NO;1;28,09;0;1;1;0;1;42;1;0
000096;957;1;AAA;1;1676;45,05;652,38;1;NO;1;0;1;1;1;1292,35;1;52;1;5000
000097;960;1;AAA;1;986;416,63;227,748;1;NO;1;0;1;1;1;8152,11;1;39;1;4000
000098;366;0;C;0;817;631,49;74,204;1;NO;1;0;1;1;1;9806,7;1;42;1;1000
000099;251;0;C;0;0;440,65;0;0;NO;1;0;1;1;1;19457,11;1;44;1;0
000100;6;0;C;0;817;3623,17;0;0;NO;1;5484,55;0;0;1;22326,95;1;40;1;0
000101;680;1;A;0;986;857,55;51,38;1;NO;1;0;1;1;1;30466,79;0;40;1;1000
000102;936;1;AA;0;0;102,07;0;0;NO;1;0;1;1;1;3406,59;1;58;1;0
000103;67;0;C;0;986;6640,98;0;0;NO;1;0;1;1;0;197369,35;0;35;1;0
000104;0;0;Sin Información;0;0;0;0;0;NO;1;NULL;1;1;1;0;1;66;0;0
000105;0;0;Sin Información;0;817;0;326,8;1;NO;1;NULL;1;1;1;0;1;25;0;5000
000106;967;1;AAA;1;0;19,42;0;0;NO;1;0;1;1;1;39,13;1;59;1;0
000107;64;0;C;0;1676;458,46;487,016;1;NO;1;0;1;1;1;12499,27;1;53;1;5000
000108;945;1;AA;0;817;4117,37;0;0;NO;1;0;1;1;1;163028,61;0;59;1;0
000109;797;1;A;0;986;1308,74;0;0;NO;1;0;1;1;0;14194,13;1;29;0;0
000110;889;1;A;0;986;1158,94;0;0;NO;1;0;1;1;1;21251,96;1;50;1;0
000111;675;1;B;0;817;1212,86;0;0;NO;1;0;1;1;1;32668,65;0;33;1;0
000112;729;1;A;0;1676;1750,87;0;0;NO;1;0;1;1;0;37812,83;0;53;1;0
000113;908;1;AA;0;1412;2966,69;0;0;NO;1;0;1;1;1;30973,32;0;54;1;0
000114;407;0;C;0;817;186;252,4;1;NO;1;7028,8;0;1;1;11966,63;1;55;1;5000
000115;920;1;AA;0;986;441,51;217,796;1;NO;1;0;1;1;1;17093,97;1;34;1;4000
000116;536;1;B;0;986;77,02;363,592;1;NO;1;0;1;1;1;77,02;1;32;1;5000
000117;656;1;A;0;817;242,57;229,772;1;NO;1;0;1;1;1;2248,38;1;35;1;4000
000118;681;1;A;0;986;489,28;198,688;1;NO;1;0;1;1;1;10575,68;1;50;1;4000
000119;951;1;AAA;1;1086;748,01;135,196;1;NO;1;0;1;1;1;13631,23;1;43;1;2000
000120;959;1;AAA;1;1212;610,69;240,524;1;NO;1;0;1;1;1;24579,52;1;40;1;4000
000121;862;1;A;0;1212;4610,42;0;0;NO;1;0;1;1;1;89473,08;0;43;1;0
000122;943;1;AA;0;817;523,59;117,364;1;NO;1;0;1;1;1;25828,99;1;56;1;2000
000123;896;1;A;0;1086;681,88;161,648;1;NO;1;0;1;1;1;29995,63;1;36;1;3000
000124;923;1;AAA;1;0;4668,43;0;0;NO;1;0;1;1;1;31830,99;0;60;1;0
000125;949;1;AAA;1;986;290,78;278,088;1;NO;1;0;1;1;1;1746,11;1;36;1;5000
000126;25;0;C;0;817;3209,1;0;0;NO;1;6256,74;0;0;1;8673,87;1;45;1;0
000127;965;1;AAA;1;0;148,96;0;0;NO;1;0;1;1;1;1026,4;1;66;0;0
000128;752;1;C;0;986;2003,74;0;0;NO;1;0;1;1;0;12995,94;1;32;1;0
000129;704;1;A;0;622;496,52;50,192;1;SI;0;0;1;1;1;16369,49;1;44;1;1000
000130;42;0;C;0;986;337,61;259,356;1;NO;1;1793,19;0;1;1;2846,91;1;58;1;5000
000131;651;1;A;0;986;654,86;132,456;1;NO;1;0;1;1;1;20041,34;1;47;1;2000
000132;614;1;A;0;1760;640,33;447,868;1;NO;1;0;1;1;1;20512,21;1;56;1;5000
000133;270;0;B;0;986;3220,53;0;0;NO;1;0;1;1;1;13293,68;1;42;1;0
000134;640;1;C;0;986;0;394,4;1;NO;1;625,21;0;1;1;0;1;49;1;5000
000135;887;1;AA;0;986;597,41;155,436;1;NO;1;0;1;1;1;10027,04;1;57;1;3000
000136;952;1;AAA;1;1676;106,76;627,696;1;SI;0;0;1;1;1;103,93;1;60;1;5000
000137;269;0;C;0;0;280;0;0;NO;1;5282,64;0;1;1;7492,64;1;46;1;0
000138;72;0;C;0;986;1749,61;0;0;NO;1;0;1;1;0;20908,97;1;49;1;0
000139;178;0;C;0;0;1158,63;0;0;NO;1;0;1;1;1;32941,1;0;34;1;0
000140;943;1;AAA;1;0;792,03;0;0;NO;1;0;1;1;1;8748,66;1;72;0;0
000141;954;1;AAA;1;0;916,63;0;0;NO;1;0;1;1;1;12939,58;1;33;1;0
000142;950;1;AA;0;1676;552,82;449,272;1;NO;1;0;1;1;1;22310,24;1;48;1;5000
000143;926;1;AA;0;1412;475,97;374,412;1;NO;1;0;1;1;1;12507,51;1;57;1;5000
000144;0;0;Sin Información;0;986;0;394,4;1;NO;1;0;1;1;1;0;1;52;1;5000
000145;44;0;C;0;817;2114,16;0;0;NO;1;0;1;1;0;27943,28;1;32;1;0
000146;865;1;AA;0;1760;1481,13;111,548;1;NO;1;0;1;1;1;44973,96;0;50;1;2000
000147;942;1;AA;0;0;6,05;0;0;NO;1;0;1;1;1;1,05;1;60;1;0
000148;24;0;C;0;0;681,46;0;0;NO;1;9332,44;0;0;1;9428,44;1;58;1;0
000149;846;1;A;0;1676;3147,53;0;0;NO;1;0;1;1;0;114361,76;0;49;1;0
000150;906;1;AA;0;0;1831,46;0;0;NO;1;0;1;1;1;12673,57;1;62;0;0
000151;939;1;AA;0;986;980,32;2,27199999999998;1;NO;1;0;1;1;1;37587,18;0;58;1;0
000152;656;1;C;0;1212;1198,85;5,26000000000004;1;NO;1;3727,04;0;1;0;17247,85;1;40;1;0
000153;782;1;A;0;0;2924,19;0;0;NO;1;0;1;1;1;99926,22;0;66;0;0
000154;25;0;C;0;817;3606,45;0;0;NO;1;0;1;1;1;5692,84;1;37;1;0
000155;962;1;AAA;1;1212;1634,52;0;0;NO;1;0;1;1;1;59105,32;0;49;1;0
000156;84;0;C;0;0;1355,89;0;0;NO;1;0;1;1;1;19482,64;1;55;1;0
000157;624;1;A;0;1676;2466,87;0;0;NO;1;0;1;1;1;93362,3;0;47;1;0
000158;959;1;AAA;1;1212;80,71;452,516;1;NO;1;0;1;1;1;986,63;1;53;1;5000
000159;933;1;AA;0;817;707,47;43,812;1;NO;1;0;1;1;1;21374,54;1;32;1;500
000160;0;0;Sin Información;0;1676;0;670,4;1;NO;1;0;1;1;1;0;1;58;1;5000
000161;961;1;AAA;1;0;145,72;0;0;NO;1;0;1;1;1;4308,11;1;68;0;0
000162;877;1;A;0;0;5391,42;0;0;NO;1;0;1;1;1;50869,72;0;47;1;0
000163;961;1;AAA;1;986;333,34;261,064;1;SI;0;0;1;1;1;5266,66;1;47;1;5000
000164;958;1;AAA;1;817;70;298,8;1;NO;1;0;1;1;1;1559,05;1;42;1;5000
000165;897;1;AA;0;986;471,25;205,9;1;NO;1;0;1;1;1;7331,02;1;54;1;4000
000166;653;1;B;0;0;1199,41;0;0;NO;1;0;1;1;1;26280,01;1;67;0;0
000167;892;1;A;0;1086;551,03;213,988;1;NO;1;0;1;1;1;7669,86;1;57;1;4000
000168;780;1;B;0;986;1450,17;0;0;NO;1;0;1;1;1;39437,71;0;38;1;0
000169;627;1;B;0;817;283,64;213,344;1;NO;1;0;1;1;1;1829,02;1;51;1;4000
000170;36;0;C;0;0;2497,25;0;0;NO;1;0;1;1;1;59597,05;0;68;0;0
000171;624;1;C;0;986;393,98;236,808;1;NO;1;3131,94;0;1;1;6306,29;1;38;1;4000
000172;25;0;C;0;1212;14753,26;0;0;NO;1;0;1;1;0;38588,03;0;59;1;0
000173;935;1;AA;0;986;647,28;135,488;1;NO;1;0;1;1;1;4811,94;1;44;1;2000
000174;16;0;C;0;1676;942,54;293,384;1;NO;1;227,21;0;0;1;8388,21;1;48;1;5000
000175;977;1;AAA;1;986;0;394,4;1;NO;1;0;1;1;1;0;1;58;1;5000
000176;30;0;C;0;817;7349,91;0;0;NO;1;0;1;1;0;251423,28;0;30;0;0
000177;981;1;AAA;1;0;0;0;0;NO;1;0;1;1;1;0;1;80;0;0
000178;960;1;AAA;1;0;525,76;0;0;SI;0;0;1;1;1;889,56;1;61;0;0
000179;953;1;AAA;1;986;116,93;347,628;1;SI;0;0;1;1;1;2019;1;30;0;5000
000180;66;0;C;0;817;34;313,2;1;NO;1;1254,1;0;1;1;17;1;44;1;5000
000181;22;0;C;0;0;5418,35;0;0;NO;1;0;1;1;1;90918,48;0;49;1;0
000182;931;1;AAA;1;2034;128,14;762,344;1;NO;1;0;1;1;1;5387,98;1;50;1;5000
000183;804;1;AA;0;986;3496,56;0;0;NO;1;0;1;1;1;8091,26;1;58;1;0
000184;648;1;C;0;986;7427,38;0;0;NO;1;0;1;1;1;116243,69;0;44;1;0
000185;265;0;A;0;986;746,47;95,812;1;NO;1;0;1;1;1;32281,75;0;36;1;1000
000186;945;1;AAA;1;986;556,14;171,944;1;NO;1;0;1;1;1;18236,43;1;40;1;3000
000187;864;1;AA;0;0;441,38;0;0;NO;1;0;1;1;1;9564,14;1;59;1;0
000188;867;1;A;0;0;784,95;0;0;NO;1;0;1;1;1;12725,19;1;45;1;0
000189;517;1;C;0;986;672,87;125,252;1;NO;1;4164,85;0;1;1;56934,13;0;44;1;2000
000190;959;1;AAA;1;0;921,56;0;0;NO;1;0;1;1;1;6946,15;1;75;0;0
000191;60;0;C;0;986;426;224;1;NO;1;2121,29;0;1;1;4405,29;1;51;1;4000
000192;961;1;AAA;1;0;888,81;0;0;NO;1;0;1;1;1;12441,24;1;62;0;0
000193;643;1;C;0;817;185,31;252,676;1;NO;1;1433,34;0;1;1;1694,08;1;44;1;5000
000194;791;1;A;0;0;1905,32;0;0;NO;1;0;1;1;0;34595,83;0;68;0;0
000195;960;1;AAA;1;817;386,01;172,396;1;NO;1;0;1;1;1;6848,11;1;48;1;3000
000196;949;1;AA;0;817;488,82;131,272;1;NO;1;0;1;1;1;10456,26;1;34;1;2000
000197;21;0;C;0;0;15323,93;0;0;NO;1;5443,27;0;0;1;61218,79;0;64;0;0
000198;56;0;C;0;986;2184,92;0;0;NO;1;5260,74;0;1;0;37155,64;0;51;1;0
000199;869;1;AA;0;0;2814,34;0;0;NO;1;0;1;1;1;22163,56;1;54;1;0
000200;888;1;A;0;817;3977,97;0;0;NO;1;0;1;1;1;14805,09;1;57;1;0
000201;853;1;AA;0;1676;605,36;428,256;1;NO;1;0;1;1;1;6193,98;1;53;1;5000
000202;608;1;C;0;817;2632,85;0;0;NO;1;0;1;1;1;54514,41;0;41;1;0
000203;814;1;A;0;986;532,91;181,236;1;NO;1;0;1;1;1;12788,85;1;45;1;3000
000204;634;1;AA;0;0;290,25;0;0;NO;1;0;1;1;1;660,57;1;73;0;0
000205;937;1;AA;0;817;225,3;236,68;1;NO;1;0;1;1;1;2495,53;1;39;1;4000
000206;798;1;A;0;0;10;0;0;NO;1;0;1;1;1;129,95;1;39;1;0
000207;897;1;A;0;1676;1248,17;171,132;1;NO;1;0;1;1;1;18364,68;1;51;1;3000
000208;826;1;B;0;0;2704,31;0;0;NO;1;0;1;1;1;5649,65;1;50;1;0
000209;961;1;AAA;1;1676;421,2;501,92;1;SI;0;0;1;1;1;5666,81;1;54;1;5000
000210;743;1;B;0;1086;575,72;204,112;1;NO;1;0;1;1;1;23716,68;1;62;0;4000
000211;588;1;B;0;817;460,35;142,66;1;SI;0;0;1;1;1;3595,1;1;37;1;2000
000212;959;1;AAA;1;1676;347,52;531,392;1;NO;1;0;1;1;1;5499,76;1;51;1;5000
000213;925;1;AA;0;986;572,21;165,516;1;NO;1;0;1;1;1;44972,29;0;38;1;3000
000214;943;1;AA;0;986;21,26;385,896;1;NO;1;0;1;1;1;13,98;1;29;0;5000
000215;963;1;AAA;1;986;2528,21;0;0;NO;1;0;1;1;1;33275,71;0;39;1;0
000216;770;1;A;0;0;2738,02;0;0;NO;1;0;1;1;0;74966,86;0;33;1;0
000217;636;1;AA;0;0;3831,5;0;0;NO;1;0;1;1;1;30549,32;0;71;0;0
000218;16;0;C;0;0;16246,32;0;0;NO;1;1843,81;0;0;1;32521,35;0;34;1;0
000219;974;1;AAA;1;0;0;0;0;NO;1;0;1;1;1;0;1;66;0;0
000220;954;1;AAA;1;1676;1153,08;209,168;1;SI;0;0;1;1;1;14137,59;1;60;1;4000
000221;948;1;AAA;1;0;2989,12;0;0;NO;1;0;1;1;1;14241,67;1;69;0;0
000222;17;0;C;0;0;578,49;0;0;NO;1;0;1;1;0;10595,48;1;38;1;0
000223;910;1;AA;0;986;491,11;197,956;1;NO;1;0;1;1;1;4916,63;1;27;0;4000
000224;932;1;AA;0;0;273,31;0;0;NO;1;0;1;1;1;5327,45;1;31;1;0
000225;927;1;AAA;1;1212;2170,16;0;0;NO;1;0;1;1;1;18299,5;1;61;0;0
000226;777;1;A;0;1212;1479,43;0;0;NO;1;0;1;1;1;55127,8;0;43;1;0
000227;568;1;B;0;817;1216,49;0;0;NO;1;0;1;1;1;34494,1;0;37;1;0
000228;411;0;C;0;986;4489,06;0;0;NO;1;1986,28;0;1;1;6475,34;1;52;1;0
000229;970;1;AAA;1;1760;0;704;1;NO;1;0;1;1;1;0;1;56;1;5000
000230;958;1;AAA;1;0;5171,49;0;0;SI;0;0;1;1;1;12241,53;1;61;0;0
000231;959;1;AAA;1;0;776,78;0;0;NO;1;0;1;1;1;29656,72;1;60;1;0
000232;830;1;C;0;817;1778,12;0;0;NO;1;0;1;1;0;28760,15;1;44;1;0
000233;0;0;Sin Información;0;0;0;0;0;NO;1;NULL;1;1;1;0;1;75;0;0
000234;37;0;C;0;1212;84,8;450,88;1;NO;1;2213,25;0;1;1;1347,47;1;43;1;5000
000235;6;0;C;0;0;6290,42;0;0;NO;1;7082,45;0;1;1;21876,51;1;44;1;0
000236;939;1;AA;0;1086;679,59;162,564;1;NO;1;0;1;1;1;28463,55;1;37;1;3000
000237;945;1;AA;0;1086;168,45;367,02;1;SI;0;0;1;1;1;2812,1;1;38;1;5000
000238;939;1;AA;0;1212;100,26;444,696;1;NO;1;0;1;1;1;475,33;1;42;1;5000
000239;909;1;AAA;1;0;1793,49;0;0;NO;1;0;1;1;1;6939,96;1;73;0;0
000240;0;0;Sin Información;0;986;0;394,4;1;NO;1;0;1;1;1;0;1;47;1;5000
000241;63;0;C;0;986;428,11;223,156;1;NO;1;2047,69;0;1;1;11875,3;1;42;1;4000
000242;0;0;Sin Información;0;817;0;326,8;1;NO;1;0;1;1;1;0;1;55;1;5000
000243;946;1;AAA;1;0;638,36;0;0;NO;1;0;1;1;1;4124,67;1;64;0;0
000244;959;1;AAA;1;986;276,52;283,792;1;NO;1;0;1;1;1;8750,02;1;37;1;5000
000245;944;1;AAA;1;0;1643,52;0;0;NO;1;0;1;1;1;4111,94;1;68;0;0
000246;857;1;A;0;986;339,14;258,744;1;NO;1;0;1;1;1;500;1;44;1;5000
000247;759;1;A;0;817;611,48;82,208;1;NO;1;0;1;1;0;10156,38;1;38;1;1000
000248;944;1;AA;0;986;584,96;160,416;1;NO;1;0;1;1;1;26586,48;1;44;1;3000
000249;621;1;C;0;0;3388,12;0;0;NO;1;0;1;1;1;51828,86;0;44;1;0
000250;64;0;C;0;0;10470,75;0;0;NO;1;9269,56;0;0;1;24101,33;1;41;1;0
000251;822;1;A;0;986;3662,06;0;0;NO;1;0;1;1;0;85783,29;0;39;1;0
000252;4;0;C;0;0;14767,86;0;0;NO;1;0;1;1;0;66215,99;0;38;1;0
000253;945;1;AAA;1;2034;7443,83;0;0;NO;1;0;1;1;1;3689,66;1;55;1;0
000254;602;1;A;0;0;440,19;0;0;NO;1;0;1;1;1;5739,54;1;37;1;0
000255;806;1;A;0;1676;1557,26;47,496;1;NO;1;0;1;1;1;36356,39;0;51;1;500
000256;937;1;AAA;1;0;946;0;0;NO;1;0;1;1;1;20202,57;1;66;0;0
000257;849;1;A;0;0;5267,89;0;0;NO;1;0;1;1;0;127504,72;0;32;1;0
000258;0;0;Sin Información;0;986;0;394,4;1;NO;1;NULL;1;1;1;0;1;33;1;5000
000259;593;1;C;0;817;618,79;79,284;1;NO;1;3105,27;0;1;1;1212,21;1;40;1;1000
000260;585;1;B;0;1676;3818,88;0;0;NO;1;0;1;1;0;99279,15;0;60;1;0
000261;952;1;AAA;1;817;1434,46;0;0;NO;1;0;1;1;1;28301,52;1;45;1;0
000262;773;1;C;0;0;509,38;0;0;NO;1;0;1;1;0;22759,65;1;36;1;0
000263;865;1;AA;0;1212;946,43;106,228;1;NO;1;0;1;1;1;37081,52;0;35;1;2000
000264;842;1;A;0;817;436,08;152,368;1;SI;0;0;1;1;1;1435,33;1;48;1;3000
000265;773;1;A;0;986;1175,96;0;0;NO;1;0;1;1;0;13626,93;1;56;1;0
000266;728;1;B;0;1412;1233,67;71,332;1;NO;1;0;1;1;1;35210,89;0;48;1;1000
000267;939;1;AA;0;1676;468,85;482,86;1;SI;0;0;1;1;1;3887,32;1;54;1;5000
000268;951;1;AAA;1;817;400,22;166,712;1;SI;0;0;1;1;1;4316,5;1;42;1;3000
000269;732;1;A;0;817;850,11;0;0;NO;1;0;1;1;1;29715,11;1;37;1;0
000270;661;1;A;0;0;3413,09;0;0;NO;1;0;1;1;0;23476,18;1;69;0;0
000271;953;1;AAA;1;986;1849,42;0;0;NO;1;0;1;1;1;24943;1;45;1;0
000272;981;1;AAA;1;986;0;394,4;1;NO;1;0;1;1;1;0;1;55;1;5000
000273;979;1;AAA;1;986;0;394,4;1;NO;1;0;1;1;1;0;1;35;1;5000
000274;661;1;B;0;0;1166,15;0;0;NO;1;0;1;1;1;31803,5;0;41;1;0
000275;735;1;A;0;817;1303,93;0;0;NO;1;0;1;1;1;24002,14;1;49;1;0
000276;893;1;C;0;901;407,9;197,24;1;SI;0;0;1;1;1;9857,58;1;49;1;4000
000277;954;1;AAA;1;817;180,36;254,656;1;NO;1;0;1;1;1;886,88;1;32;1;5000
000278;61;0;C;0;0;3752,88;0;0;NO;1;0;1;1;0;53937,71;0;67;0;0
000279;915;1;AA;0;0;443,17;0;0;NO;1;0;1;1;1;13292,62;1;41;1;0
000280;195;0;C;0;986;1853,83;0;0;NO;1;821,65;0;1;1;1596,4;1;41;1;0
000281;616;1;A;0;0;123;0;0;NO;1;0;1;1;1;82;1;68;0;0
000282;906;1;AA;0;1212;1031,68;72,128;1;NO;1;0;1;1;1;13125,13;1;56;1;1000
